id,action_level,source_name,published_at,collected_at,page_type,title,relevance_reason,deadline_text,url
26,watchlist,Минсельхоз России - новости,2026-04-28T00:00:00+00:00,2026-05-14T07:07:03.510634+00:00,news_background,Оксана Лут и Андрей Никитин обсудили развитие цифровых и логистических решений для АПК,"Документ отнесен в watchlist: он связан с АПК или регионами присутствия, но без прямого сигнала к действию. Маркеры: общие отраслевые маркеры. Бизнес-сигнал: Официальная новость Минсельхоза с GR-сигналом по господдержке, регулированию, экспорту, логистике или цифровизации АПК..",,https://mcx.gov.ru/press-service/news/oksana-lut-i-andrey-nikitin-obsudili-razvitie-tsifrovykh-i-logisticheskikh-resheniy-dlya-apk/
42,watchlist,Правительство РФ - документы,2026-04-22T00:00:00+00:00,2026-05-14T07:07:23.950837+00:00,new_rule,Правительство установило квоты на вывоз минеральных удобрений в период с июня по ноябрь 2026 года Постановление от 17 апреля 2026 года №431,"Документ отнесен в watchlist: он связан с АПК или регионами присутствия, но без прямого сигнала к действию. Маркеры: общие отраслевые маркеры. Бизнес-сигнал: Стратегический федеральный сигнал по господдержке или порядку регулирования..",,http://government.ru/docs/58509/
43,watchlist,Правительство РФ - документы,2026-04-21T00:00:00+00:00,2026-05-14T07:07:25.628301+00:00,new_rule,Правительство утвердило квоту приёма на целевое обучение в вузах на 2026 год Распоряжение от 10 апреля 2026 года №803-р,"Документ отнесен в watchlist: он связан с АПК или регионами присутствия, но без прямого сигнала к действию. Маркеры: общие отраслевые маркеры. Бизнес-сигнал: Стратегический федеральный сигнал по господдержке или порядку регулирования..",,http://government.ru/docs/58538/
44,watchlist,Правительство РФ - документы,2026-04-21T00:00:00+00:00,2026-05-14T07:07:29.300428+00:00,results_protocol,Правительство утвердило постановление о сохранении выплаты единого пособия для многодетных семей при превышении критериев по уровню доходов Постановление от 20 апреля 2026 года №440,"Страница распознана как справочная, категорийная или архивная, поэтому не может быть повышена выше watchlist даже при наличии слов про субсидии, отборы или постановления.",,http://government.ru/docs/58537/
103,watchlist,Минсельхоз Ставропольского края - господдержка,2025-02-14T00:00:00+00:00,2026-05-14T07:09:27.343077+00:00,reference_page,Справочник по мерам государственной поддержки,"Страница распознана как справочная, категорийная или архивная, поэтому не может быть повышена выше watchlist даже при наличии слов про субсидии, отборы или постановления.",,https://mshsk.ru/брошюра%202023.pdf
105,watchlist,Минсельхоз Ставропольского края - господдержка,2025-02-14T00:00:00+00:00,2026-05-14T07:09:30.252975+00:00,measure_card,Субсидии на возмещение части затрат за реализованные объемы куриных пищевых яиц,"Документ отнесен в watchlist: он связан с АПК или регионами присутствия, но без прямого сигнала к действию. Маркеры: общие отраслевые маркеры. Бизнес-сигнал: Справочная мера поддержки без срочного действия.",,http://mshsk.ru/gospodderzhka/subsidies-for-reimbursement-egg.php
176,background,ZOL.ru - зерновые новости,,2026-05-14T07:12:26.387943+00:00,news_background,Новости рынка масличных,"Документ содержит общий отраслевой контекст, но без признаков мер поддержки, сроков, отборов или регуляторного действия.",,https://www.zol.ru/news/oil/
174,background,ГИСП - меры поддержки АПК,,2026-05-14T07:12:23.772844+00:00,measure_card,"Субсидии на возмещение части прямых понесенных затрат на создание и модернизацию объектов агропромышленного комплекса, а также на приобретение техники и оборудования","Мера поддержки распознана как неактивная, поэтому документ остается в справочном или наблюдаемом блоке.",,https://gisp.gov.ru/nmp/measure/8130026
173,background,ГИСП - меры поддержки АПК,,2026-05-14T07:12:21.879937+00:00,measure_card,Льготный лизинг высокотехнологичного оборудования и техники (АПК),"Мера поддержки распознана как неактивная, поэтому документ остается в справочном или наблюдаемом блоке.",,https://gisp.gov.ru/nmp/measure/12447840
172,background,ГИСП - меры поддержки АПК,,2026-05-14T07:12:20.959881+00:00,measure_card,Компенсация затрат на создание и модернизацию объектов АПК,"Мера поддержки распознана как неактивная, поэтому документ остается в справочном или наблюдаемом блоке.",,https://gisp.gov.ru/nmp/measure/9621029
169,background,ГИСП - меры поддержки АПК,,2026-05-14T07:12:18.058857+00:00,measure_card,"Софинансирование инжиниринговых услуг МСП Томской области, осуществляющим деятельность в сфере АПК","Документ содержит общий отраслевой контекст, но без признаков мер поддержки, сроков, отборов или регуляторного действия.",,https://gisp.gov.ru/nmp/measure/12447885
168,background,ГИСП - меры поддержки АПК,,2026-05-14T07:12:17.230478+00:00,measure_card,"Льготные заёмное финансирование РФРП Ульяновской области по программе ""Финансирование АПК"".","Документ содержит общий отраслевой контекст, но без признаков мер поддержки, сроков, отборов или регуляторного действия.",,https://gisp.gov.ru/nmp/measure/12446930
164,background,ГИСП - меры поддержки АПК,,2026-05-14T07:12:12.405042+00:00,unknown,Избранное,"Документ содержит общий отраслевой контекст, но без признаков мер поддержки, сроков, отборов или регуляторного действия.",,https://gisp.gov.ru/nmp/sso?BACKURL=https://gisp.gov.ru/nmp/
102,background,Минсельхоз Ростовской области - господдержка,,2026-05-14T07:09:13.509492+00:00,results_protocol,Информация по отказам участникам отбора,"Страница распознана как справочная, категорийная или архивная, поэтому не может быть повышена выше watchlist даже при наличии слов про субсидии, отборы или постановления.",,https://mcx.donland.ru/activity/35337/
101,background,Минсельхоз Ростовской области - господдержка,,2026-05-14T07:09:12.717835+00:00,results_protocol,Протоколы рассмотрения заявок участников отборов,"Страница распознана как справочная, категорийная или архивная, поэтому не может быть повышена выше watchlist даже при наличии слов про субсидии, отборы или постановления.",,https://mcx.donland.ru/activity/51403/
100,background,Минсельхоз Ростовской области - господдержка,,2026-05-14T07:09:11.546298+00:00,section_page,Программа льготного лизинга от АО «Росагролизинг»,"Страница распознана как справочная, категорийная или архивная, поэтому не может быть повышена выше watchlist даже при наличии слов про субсидии, отборы или постановления.",,https://mcx.donland.ru/activity/72821/
90,background,Минсельхоз Краснодарского края - субсидирование и финансирование,,2026-05-14T07:08:14.301616+00:00,reference_page,Приказы минсельхоза Краснодарского края,"Страница распознана как справочная, категорийная или архивная, поэтому не может быть повышена выше watchlist даже при наличии слов про субсидии, отборы или постановления.",,https://msh.krasnodar.ru/documents/prikazy-minselkhoza-krasnodarskogo-kraya
9,background,Минсельхоз России - меры господдержки,,2026-05-14T07:07:02.718214+00:00,news_background,Компенсация части затрат на приобретение семян,"Документ содержит общий отраслевой контекст, но без признаков мер поддержки, сроков, отборов или регуляторного действия.",,https://mcx.gov.ru/docs/69759/
8,background,Минсельхоз России - меры господдержки,,2026-05-14T07:07:02.700049+00:00,news_background,Компенсация части затрат на транспортировку продукции АПК,"Документ содержит общий отраслевой контекст, но без признаков мер поддержки, сроков, отборов или регуляторного действия.",,https://mcx.gov.ru/activity/state-support/measures/kompensatsiya-chasti-zatrat-na-transportirovku-produktsii-apk-nazemnym-v-tom-chisle-zheleznodorozhny/
7,background,Минсельхоз России - меры господдержки,,2026-05-14T07:07:02.682234+00:00,news_background,Субсидии производителям сельскохозяйственной техники,"Документ содержит общий отраслевой контекст, но без признаков мер поддержки, сроков, отборов или регуляторного действия.",,https://mcx.gov.ru/activity/state-support/measures/machinery-subsidy/
6,background,Минсельхоз России - меры господдержки,,2026-05-14T07:07:02.664382+00:00,news_background,"Компенсация части прямых понесенных затрат на создание и (или) модернизацию объектов АПК, а также на приобретение и ввод в промышленную эксплуатацию маркировочного оборудования для внедрения обязательной маркировки отдельных видов молочной продукции","Документ содержит общий отраслевой контекст, но без признаков мер поддержки, сроков, отборов или регуляторного действия.",,https://mcx.gov.ru/activity/state-support/measures/building-compensation/
3,background,Минсельхоз России - меры господдержки,,2026-05-14T07:07:02.607644+00:00,news_background,Федеральная научно-техническая программа развития сельского хозяйства на 2017-2030 годы,"Документ содержит общий отраслевой контекст, но без признаков мер поддержки, сроков, отборов или регуляторного действия.",,https://mcx.gov.ru/activity/state-support/programs/technical-program/
2,background,Минсельхоз России - меры господдержки,,2026-05-14T07:07:02.583622+00:00,news_background,Биржевая торговля в АПК,"Документ содержит общий отраслевой контекст, но без признаков мер поддержки, сроков, отборов или регуляторного действия.",,https://mcx.gov.ru/docs/birzhevaya-torgovlya-v-apk/
1,background,Минсельхоз России - меры господдержки,,2026-05-14T07:07:02.552966+00:00,news_background,Срочная информация для регионов о предоставлении субсидий,"Документ содержит общий отраслевой контекст, но без признаков мер поддержки, сроков, отборов или регуляторного действия.",,https://mcx.gov.ru/activity/state-support/urgent/
70,background,Regulation.gov.ru,2026-05-14T06:54:21+00:00,2026-05-14T07:08:04.976629+00:00,unknown,"О формах документов, применяемых кредитными организациями при осуществлении кассовых операций, хранении, перевозке и инкассации банкнот и монеты Банка России, при осуществлении кассовых операций с банкнотами и монетой иностранных государств (группы иностранных государств), при приеме, учете, хранении и выдаче драгоценных металлов (золота, серебра, платины и палладия) и драгоценных камней (обработанных природных алмазов), и порядке их заполнения и оформления","Документ содержит общий отраслевой контекст, но без признаков мер поддержки, сроков, отборов или регуляторного действия.",,https://regulation.gov.ru/projects/167910
71,background,Regulation.gov.ru,2026-05-14T06:43:34+00:00,2026-05-14T07:08:05.011661+00:00,reference_page,Об утверждении формы временного удостоверения личности гражданина Российской Федерации,"Страница распознана как справочная, категорийная или архивная, поэтому не может быть повышена выше watchlist даже при наличии слов про субсидии, отборы или постановления.",Конец обсуждения: 29.05.2026,https://regulation.gov.ru/projects/167909
163,background,Нормативные акты Краснодарского края,2026-05-14T00:00:00+00:00,2026-05-14T07:12:10.123358+00:00,new_rule,ЭЛ № ФС 77 - 65002,"Документ содержит общий отраслевой контекст, но без признаков мер поддержки, сроков, отборов или регуляторного действия.",,https://admkrai.krasnodar.ru/files/svidetelstvo_ADM.pdf
175,background,ZOL.ru - зерновые новости,2026-05-14T00:00:00+00:00,2026-05-14T07:12:25.587857+00:00,unknown,Внимание! Полный текст материала доступен подписчикам на информационный пакет «ЗОЛ-Универсал» или «Фураж Онлайн»,"Документ содержит общий отраслевой контекст, но без признаков мер поддержки, сроков, отборов или регуляторного действия.",,https://www.zol.ru/grainprices/
178,background,ZOL.ru - зерновые новости,2026-05-14T00:00:00+00:00,2026-05-14T07:12:30.473527+00:00,news_background,Передовые технологии в АПК РФ за последние годы стали устойчивой производственной практикой,"Документ содержит общий отраслевой контекст, но без признаков мер поддержки, сроков, отборов или регуляторного действия.",,https://www.zol.ru/n/4147b
179,background,ZOL.ru - зерновые новости,2026-05-14T00:00:00+00:00,2026-05-14T07:12:31.037092+00:00,news_background,Минсельхоз Северной Осетии оценивает как хорошее состояние озимых на большей части площадей,"Документ содержит общий отраслевой контекст, но без признаков мер поддержки, сроков, отборов или регуляторного действия.",,https://www.zol.ru/n/4147a
180,background,ZOL.ru - зерновые новости,2026-05-14T00:00:00+00:00,2026-05-14T07:12:31.598926+00:00,news_background,"Мировой рынок зерна и масличных: цены на пшеницу немного снизились, на кукурузу и сою чуть выросли","Документ содержит общий отраслевой контекст, но без признаков мер поддержки, сроков, отборов или регуляторного действия.",,https://www.zol.ru/n/41479
181,background,ZOL.ru - зерновые новости,2026-05-14T00:00:00+00:00,2026-05-14T07:12:32.148489+00:00,news_background,Китай и США могут заключить новое аграрное соглашение,"Документ содержит общий отраслевой контекст, но без признаков мер поддержки, сроков, отборов или регуляторного действия.",,https://www.zol.ru/n/41477
182,background,ZOL.ru - зерновые новости,2026-05-14T00:00:00+00:00,2026-05-14T07:12:32.739532+00:00,news_background,Дожди оживили посевы зерновых культур в ЕС после засухи в апреле,"Документ содержит общий отраслевой контекст, но без признаков мер поддержки, сроков, отборов или регуляторного действия.",,https://www.zol.ru/n/41478
183,background,ZOL.ru - зерновые новости,2026-05-14T00:00:00+00:00,2026-05-14T07:12:33.306530+00:00,news_background,Концерн «Покровский» объединит агроактивы вокруг компании «Свое зерно»,"Документ содержит общий отраслевой контекст, но без признаков мер поддержки, сроков, отборов или регуляторного действия.",,https://www.zol.ru/n/41474
184,background,ZOL.ru - зерновые новости,2026-05-14T00:00:00+00:00,2026-05-14T07:12:33.877440+00:00,news_background,Северная Осетия засеяла яровыми 12% площадей,"Документ содержит общий отраслевой контекст, но без признаков мер поддержки, сроков, отборов или регуляторного действия.",,https://www.zol.ru/n/41473
185,background,ZOL.ru - зерновые новости,2026-05-14T00:00:00+00:00,2026-05-14T07:12:34.448924+00:00,news_background,Обзор ставок фрахта на 20-й неделе в Азово-Черноморском и Балтийском регионах,"Документ содержит общий отраслевой контекст, но без признаков мер поддержки, сроков, отборов или регуляторного действия.",,https://www.zol.ru/n/41476
186,background,ZOL.ru - зерновые новости,2026-05-14T00:00:00+00:00,2026-05-14T07:12:34.984924+00:00,news_background,Индия возобновила экспорт пшеницы после четырехлетнего перерыва,"Документ содержит общий отраслевой контекст, но без признаков мер поддержки, сроков, отборов или регуляторного действия.",,https://www.zol.ru/n/41475
187,background,ZOL.ru - зерновые новости,2026-05-14T00:00:00+00:00,2026-05-14T07:12:35.572959+00:00,news_background,Зерновой союз назвал риски слишком поздней посевной кампании 2026 года,"Документ содержит общий отраслевой контекст, но без признаков мер поддержки, сроков, отборов или регуляторного действия.",,https://www.zol.ru/n/41472
189,background,ZOL.ru - зерновые новости,2026-05-14T00:00:00+00:00,2026-05-14T07:12:36.655826+00:00,news_background,Патрушев: Россия обеспечивает себя основными видами продовольствия,"Документ содержит общий отраслевой контекст, но без признаков мер поддержки, сроков, отборов или регуляторного действия.",,https://www.zol.ru/n/4146e
190,background,ZOL.ru - зерновые новости,2026-05-14T00:00:00+00:00,2026-05-14T07:12:37.191938+00:00,news_background,Якушев отметил качественные изменения в сельском хозяйстве РФ за 20 лет,"Документ содержит общий отраслевой контекст, но без признаков мер поддержки, сроков, отборов или регуляторного действия.",,https://www.zol.ru/n/4146d
191,background,ZOL.ru - зерновые новости,2026-05-14T00:00:00+00:00,2026-05-14T07:12:37.839504+00:00,news_background,За 4 месяца 2026 года экспорт зерна из Казахстана возрос более чем на 14%,"Документ содержит общий отраслевой контекст, но без признаков мер поддержки, сроков, отборов или регуляторного действия.",,https://www.zol.ru/n/4146b
192,background,ZOL.ru - зерновые новости,2026-05-14T00:00:00+00:00,2026-05-14T07:12:38.395682+00:00,unknown,Озимый клин в Саратовской области в 2026г вырос на 14% к уровню-2025,"Документ содержит общий отраслевой контекст, но без признаков мер поддержки, сроков, отборов или регуляторного действия.",,https://www.zol.ru/n/4146a
194,background,ZOL.ru - зерновые новости,2026-05-14T00:00:00+00:00,2026-05-14T07:12:39.504421+00:00,news_background,FAS: производство кукурузы в Сербии восстановится после провального сезона,"Документ содержит общий отраслевой контекст, но без признаков мер поддержки, сроков, отборов или регуляторного действия.",,https://www.zol.ru/n/41469
196,background,ZOL.ru - зерновые новости,2026-05-14T00:00:00+00:00,2026-05-14T07:12:40.675820+00:00,news_background,"Мартовский подъем цен сельхозпроизводителями ЕАЭС на их продукцию составил 0,6%","Документ содержит общий отраслевой контекст, но без признаков мер поддержки, сроков, отборов или регуляторного действия.",,https://www.zol.ru/n/41467
197,background,ZOL.ru - зерновые новости,2026-05-14T00:00:00+00:00,2026-05-14T07:12:41.197107+00:00,news_background,Хороший старт: аграрии Новосибирской области приступили к весенне-полевым работам!,"Документ содержит общий отраслевой контекст, но без признаков мер поддержки, сроков, отборов или регуляторного действия.",,https://www.zol.ru/n/41466
198,background,ZOL.ru - зерновые новости,2026-05-14T00:00:00+00:00,2026-05-14T07:12:41.728766+00:00,news_background,Брянские аграрии подходят к завершению ярового сева,"Документ содержит общий отраслевой контекст, но без признаков мер поддержки, сроков, отборов или регуляторного действия.",,https://www.zol.ru/n/41459
199,background,ZOL.ru - зерновые новости,2026-05-14T00:00:00+00:00,2026-05-14T07:12:42.266258+00:00,news_background,ЕЭК к осени определит критерии проектов АПК для софинансирования,"Документ содержит общий отраслевой контекст, но без признаков мер поддержки, сроков, отборов или регуляторного действия.",,https://www.zol.ru/n/41464
200,background,ZOL.ru - зерновые новости,2026-05-14T00:00:00+00:00,2026-05-14T07:12:42.831576+00:00,news_background,В Кыргызстане пшеницей засеяли уже более 90% запланированных площадей,"Документ содержит общий отраслевой контекст, но без признаков мер поддержки, сроков, отборов или регуляторного действия.",,https://www.zol.ru/n/41463
201,background,ZOL.ru - зерновые новости,2026-05-14T00:00:00+00:00,2026-05-14T07:12:43.397476+00:00,news_background,Урожай зерновых в Украине в 2026 году составит около 60 млн тонн - Высоцкий,"Документ содержит общий отраслевой контекст, но без признаков мер поддержки, сроков, отборов или регуляторного действия.",,https://www.zol.ru/n/41462
202,background,ZOL.ru - зерновые новости,2026-05-14T00:00:00+00:00,2026-05-14T07:12:43.971244+00:00,news_background,Башкирия в полтора раза увеличила экспорт зерна,"Документ содержит общий отраслевой контекст, но без признаков мер поддержки, сроков, отборов или регуляторного действия.",,https://www.zol.ru/n/41461
203,background,ZOL.ru - зерновые новости,2026-05-14T00:00:00+00:00,2026-05-14T07:12:44.533384+00:00,news_background,До 3% озимых культур могли погибнуть в Пензенской области из-за погоды,"Документ содержит общий отраслевой контекст, но без признаков мер поддержки, сроков, отборов или регуляторного действия.",,https://www.zol.ru/n/41460
204,background,ZOL.ru - зерновые новости,2026-05-14T00:00:00+00:00,2026-05-14T07:12:45.178032+00:00,news_background,ФНС назвала сельское хозяйство одной из отраслей с минимальной налоговой нагрузкой,"Документ содержит общий отраслевой контекст, но без признаков мер поддержки, сроков, отборов или регуляторного действия.",,https://www.zol.ru/n/4145f
205,background,ZOL.ru - зерновые новости,2026-05-14T00:00:00+00:00,2026-05-14T07:12:45.763883+00:00,news_background,Экспорт продукции АПК Ставрополья с начала 2026 года превысил 257 тысяч тонн,"Документ содержит общий отраслевой контекст, но без признаков мер поддержки, сроков, отборов или регуляторного действия.",,https://www.zol.ru/n/4145e
